P3_22,P3_21,P3_20,P3_19,csvTime
50,50,25,1,2024-09-06 21:49:04
50,50,-6,-86,2024-09-06 21:50:04
50,50,75,187,2024-09-06 21:51:04
50,50,27,55,2024-09-06 21:52:04
50,50,25,108,2024-09-06 21:53:04
50,50,-44,-111,2024-09-06 21:54:04
50,50,30,17,2024-09-06 21:55:04
50,50,133,111,2024-09-06 21:56:04
49,50,81,-4,2024-09-06 21:57:04
50,50,-70,-145,2024-09-06 21:58:04
50,50,123,98,2024-09-06 21:59:04
50,50,70,126,2024-09-06 22:00:04
50,50,18,6,2024-09-06 22:01:04
49,50,91,146,2024-09-06 22:02:04
49,50,50,63,2024-09-06 22:03:04
50,50,55,-8,2024-09-06 22:04:04
50,50,-10,50,2024-09-06 22:05:04
50,50,-60,-27,2024-09-06 22:06:04
50,50,55,-4,2024-09-06 22:07:04
49,50,37,6,2024-09-06 22:08:04
50,50,55,-22,2024-09-06 22:09:04
49,50,74,-2,2024-09-06 22:10:04
49,50,86,116,2024-09-06 22:11:04
50,50,44,66,2024-09-06 22:12:04
49,50,70,85,2024-09-06 22:13:04
50,50,-15,6,2024-09-06 22:14:04
50,50,-6,-44,2024-09-06 22:15:04
50,50,-17,-65,2024-09-06 22:16:04
50,50,43,103,2024-09-06 22:17:04
50,50,50,111,2024-09-06 22:18:04
50,50,45,93,2024-09-06 22:19:04
50,50,-22,46,2024-09-06 22:20:04
50,50,56,93,2024-09-06 22:21:04
50,50,65,96,2024-09-06 22:22:04
49,50,69,55,2024-09-06 22:23:04
50,50,46,20,2024-09-06 22:24:04
50,50,-20,27,2024-09-06 22:25:04
50,50,68,35,2024-09-06 22:26:04
50,50,30,53,2024-09-06 22:27:04
50,50,0,65,2024-09-06 22:28:04
50,50,43,32,2024-09-06 22:29:04
50,50,-18,50,2024-09-06 22:30:04
50,50,91,17,2024-09-06 22:31:04
49,50,17,-51,2024-09-06 22:32:04
50,50,25,1,2024-09-06 22:33:04
49,50,8,32,2024-09-06 22:34:04
50,50,40,96,2024-09-06 22:35:04
50,50,-79,-64,2024-09-06 22:36:04
50,50,34,45,2024-09-06 22:37:04
50,50,53,98,2024-09-06 22:38:04
50,50,20,35,2024-09-06 22:39:04
49,50,50,27,2024-09-06 22:40:04
50,50,2,-12,2024-09-06 22:41:04
49,50,123,60,2024-09-06 22:42:04
49,50,68,79,2024-09-06 22:43:04
50,50,-101,-193,2024-09-06 22:44:04
50,50,8,15,2024-09-06 22:45:04
50,50,81,30,2024-09-06 22:46:04
50,50,-75,-73,2024-09-06 22:47:04
50,50,55,66,2024-09-06 22:48:04
50,50,35,-3,2024-09-06 22:49:04
50,50,-35,-17,2024-09-06 22:50:04
50,50,39,22,2024-09-06 22:51:04
50,50,35,25,2024-09-06 22:52:04
50,50,-6,40,2024-09-06 22:53:04
50,50,17,-50,2024-09-06 22:54:04
50,50,151,123,2024-09-06 22:55:04
49,50,27,66,2024-09-06 22:56:04
50,50,10,65,2024-09-06 22:57:04
50,50,18,-53,2024-09-06 22:58:04
49,50,-15,-81,2024-09-06 22:59:04
50,50,40,65,2024-09-06 23:00:04
50,50,-50,-30,2024-09-06 23:01:04
50,50,-5,44,2024-09-06 23:02:04
50,50,8,128,2024-09-06 23:03:04
49,50,121,6,2024-09-06 23:04:04
50,50,83,111,2024-09-06 23:05:04
50,50,-10,13,2024-09-06 23:06:04
50,50,81,158,2024-09-06 23:07:04
49,50,37,6,2024-09-06 23:08:04
50,50,4,76,2024-09-06 23:09:04
49,50,128,83,2024-09-06 23:10:04
49,50,-25,65,2024-09-06 23:11:04
49,50,4,-63,2024-09-06 23:12:04
50,50,12,-43,2024-09-06 23:13:04
49,50,-29,-16,2024-09-06 23:14:04
50,50,35,69,2024-09-06 23:15:04
50,50,-10,-53,2024-09-06 23:16:04
49,50,85,66,2024-09-06 23:17:04
50,50,-17,8,2024-09-06 23:18:04
50,50,75,32,2024-09-06 23:19:04
49,50,100,-53,2024-09-06 23:20:04
50,50,39,61,2024-09-06 23:21:04
50,50,-6,22,2024-09-06 23:22:04
49,50,83,176,2024-09-06 23:23:04
50,50,49,53,2024-09-06 23:24:04
50,50,17,35,2024-09-06 23:25:04
49,50,30,-48,2024-09-06 23:26:04
50,50,6,-4,2024-09-06 23:27:04
50,50,37,20,2024-09-06 23:28:04
50,50,56,29,2024-09-06 23:29:04
50,50,16,118,2024-09-06 23:30:04
50,50,-27,-69,2024-09-06 23:31:04
50,50,20,118,2024-09-06 23:32:04
50,50,46,71,2024-09-06 23:33:04
49,50,55,69,2024-09-06 23:34:04
50,50,17,53,2024-09-06 23:35:04
50,50,20,12,2024-09-06 23:36:04
50,50,64,25,2024-09-06 23:37:04
50,50,75,51,2024-09-06 23:38:04
50,50,-6,123,2024-09-06 23:39:04
50,50,45,11,2024-09-06 23:40:04
49,50,24,1,2024-09-06 23:41:04
50,50,-17,-69,2024-09-06 23:42:04
50,50,106,79,2024-09-06 23:43:04
50,50,61,73,2024-09-06 23:44:04
50,50,98,121,2024-09-06 23:45:04
50,50,50,5,2024-09-06 23:46:04
49,50,-24,12,2024-09-06 23:47:04
50,50,11,25,2024-09-06 23:48:04
50,50,39,59,2024-09-06 23:49:04
50,50,25,30,2024-09-06 23:50:04
50,50,60,151,2024-09-06 23:51:04
49,50,-48,-93,2024-09-06 23:52:04
50,50,54,17,2024-09-06 23:53:04
50,50,55,39,2024-09-06 23:54:04
50,50,108,162,2024-09-06 23:55:04
50,50,130,106,2024-09-06 23:56:04
49,50,-32,-128,2024-09-06 23:57:04
50,50,11,6,2024-09-06 23:58:04
49,50,8,-29,2024-09-06 23:59:04
49,50,-11,-25,2024-09-07 00:00:04
49,50,-55,-121,2024-09-07 00:01:04
50,50,88,113,2024-09-07 00:02:04
50,50,-34,63,2024-09-07 00:03:04
49,50,53,69,2024-09-07 00:04:04
50,50,50,17,2024-09-07 00:05:04
50,50,27,17,2024-09-07 00:06:04
50,50,79,-8,2024-09-07 00:07:04
49,50,60,17,2024-09-07 00:08:04
50,50,2,-30,2024-09-07 00:09:04
50,50,3,-53,2024-09-07 00:10:04
49,50,17,-27,2024-09-07 00:11:04
50,50,22,37,2024-09-07 00:12:04
50,50,-35,-54,2024-09-07 00:13:04
50,50,-8,8,2024-09-07 00:14:04
49,50,43,45,2024-09-07 00:15:04
50,50,158,138,2024-09-07 00:16:04
50,50,103,16,2024-09-07 00:17:04
49,50,81,25,2024-09-07 00:18:04
50,50,79,4,2024-09-07 00:19:04
50,50,141,136,2024-09-07 00:20:04
45,43,53,60,2024-09-07 00:21:04
42,42,6,-4,2024-09-07 00:22:04
42,42,115,75,2024-09-07 00:23:04
42,42,-8,6,2024-09-07 00:24:04
42,42,-40,4,2024-09-07 00:25:04
42,42,-18,-60,2024-09-07 00:26:04
42,42,24,48,2024-09-07 00:27:04
42,42,-22,-91,2024-09-07 00:28:04
42,42,-18,-81,2024-09-07 00:29:04
42,42,116,116,2024-09-07 00:30:04
42,42,6,-60,2024-09-07 00:31:04
41,42,15,10,2024-09-07 00:32:04
42,42,25,-118,2024-09-07 00:33:04
42,42,68,41,2024-09-07 00:34:04
42,42,56,121,2024-09-07 00:35:04
42,42,17,106,2024-09-07 00:36:04
42,42,70,83,2024-09-07 00:37:04
49,49,51,60,2024-09-07 00:38:04
49,49,25,-22,2024-09-07 00:39:04
49,49,12,43,2024-09-07 00:40:04
49,49,121,182,2024-09-07 00:41:04
49,49,-48,-43,2024-09-07 00:42:04
49,49,-29,-49,2024-09-07 00:43:04
49,49,27,-1,2024-09-07 00:44:04
49,49,-32,-64,2024-09-07 00:45:04
49,49,18,75,2024-09-07 00:46:04
49,49,-18,-98,2024-09-07 00:47:04
49,49,37,88,2024-09-07 00:48:04
49,49,54,-16,2024-09-07 00:49:04
48,49,70,34,2024-09-07 00:50:04
49,49,-22,121,2024-09-07 00:51:04
48,49,-88,-115,2024-09-07 00:52:04
49,49,39,51,2024-09-07 00:53:04
49,49,-10,-12,2024-09-07 00:54:04
49,49,6,59,2024-09-07 00:55:04
49,49,2,56,2024-09-07 00:56:04
49,49,46,44,2024-09-07 00:57:04
49,49,-22,6,2024-09-07 00:58:04
49,49,-50,20,2024-09-07 00:59:04
49,49,61,10,2024-09-07 01:00:04
49,49,25,-17,2024-09-07 01:01:04
48,49,75,15,2024-09-07 01:02:04
49,49,98,133,2024-09-07 01:03:04
48,49,96,110,2024-09-07 01:04:04
49,49,45,51,2024-09-07 01:05:04
49,49,85,101,2024-09-07 01:06:04
49,49,68,27,2024-09-07 01:07:04
49,49,91,101,2024-09-07 01:08:04
49,49,54,20,2024-09-07 01:09:04
49,49,93,135,2024-09-07 01:10:04
49,49,-6,16,2024-09-07 01:11:04
49,49,0,-17,2024-09-07 01:12:04
49,49,-17,-17,2024-09-07 01:13:04
49,49,-88,-168,2024-09-07 01:14:04
49,49,-13,-95,2024-09-07 01:15:04
49,49,75,-11,2024-09-07 01:16:04
49,49,-6,-30,2024-09-07 01:17:04
49,49,-11,12,2024-09-07 01:18:04
49,49,60,63,2024-09-07 01:19:04
49,49,27,74,2024-09-07 01:20:04
49,49,30,-27,2024-09-07 01:21:04
49,49,75,25,2024-09-07 01:22:04
49,49,81,-45,2024-09-07 01:23:04
48,49,54,100,2024-09-07 01:24:04
49,49,34,-15,2024-09-07 01:25:04
49,49,-18,-18,2024-09-07 01:26:04
49,49,12,29,2024-09-07 01:27:04
49,49,-25,13,2024-09-07 01:28:04
49,49,96,101,2024-09-07 01:29:04
49,49,39,-32,2024-09-07 01:30:04
49,49,83,-32,2024-09-07 01:31:04
49,49,12,-22,2024-09-07 01:32:04
49,49,44,-18,2024-09-07 01:33:04
49,49,-6,25,2024-09-07 01:34:04
49,49,-32,-41,2024-09-07 01:35:04
49,49,85,113,2024-09-07 01:36:04
49,49,35,-12,2024-09-07 01:37:04
49,49,37,6,2024-09-07 01:38:04
49,49,-56,-172,2024-09-07 01:39:04
49,49,138,95,2024-09-07 01:40:04
49,49,0,-34,2024-09-07 01:41:04
48,49,-18,-64,2024-09-07 01:42:04
49,49,-37,30,2024-09-07 01:43:04
49,49,68,116,2024-09-07 01:44:04
49,49,-29,-45,2024-09-07 01:45:04
49,49,22,78,2024-09-07 01:46:04
49,49,-32,-58,2024-09-07 01:47:04
49,49,35,-10,2024-09-07 01:48:04
49,49,49,-76,2024-09-07 01:49:04
49,49,12,46,2024-09-07 01:50:04
49,49,-55,-13,2024-09-07 01:51:04
49,49,-37,25,2024-09-07 01:52:04
49,49,0,15,2024-09-07 01:53:04
48,49,-37,-35,2024-09-07 01:54:04
49,49,30,66,2024-09-07 01:55:04
49,49,-10,-95,2024-09-07 01:56:04
49,49,-25,17,2024-09-07 01:57:04
49,49,-20,-3,2024-09-07 01:58:04
49,49,8,3,2024-09-07 01:59:04
49,49,-68,-65,2024-09-07 02:00:04
49,49,-60,20,2024-09-07 02:01:04
49,49,34,34,2024-09-07 02:02:04
49,49,-44,8,2024-09-07 02:03:04
49,49,50,8,2024-09-07 02:04:04
49,49,25,-50,2024-09-07 02:05:04
49,49,20,5,2024-09-07 02:06:04
49,49,-35,29,2024-09-07 02:07:04
48,49,12,91,2024-09-07 02:08:04
49,49,37,101,2024-09-07 02:09:04
49,49,3,-192,2024-09-07 02:10:04
49,49,25,-48,2024-09-07 02:11:04
49,49,55,103,2024-09-07 02:12:04
48,49,18,-70,2024-09-07 02:13:04
49,49,-27,4,2024-09-07 02:14:04
49,49,68,83,2024-09-07 02:15:04
48,49,-37,32,2024-09-07 02:16:04
49,49,-17,45,2024-09-07 02:17:04
49,49,-108,-155,2024-09-07 02:18:04
49,49,35,11,2024-09-07 02:19:04
49,49,6,-30,2024-09-07 02:20:04
49,49,-35,32,2024-09-07 02:21:04
49,49,64,60,2024-09-07 02:22:04
48,49,6,-39,2024-09-07 02:23:04
49,49,18,86,2024-09-07 02:24:04
49,49,11,-65,2024-09-07 02:25:04
49,49,10,-37,2024-09-07 02:26:04
48,49,22,-53,2024-09-07 02:27:04
49,49,-155,-216,2024-09-07 02:28:04
49,49,-35,6,2024-09-07 02:29:04
49,49,-60,-25,2024-09-07 02:30:04
49,49,18,22,2024-09-07 02:31:04
49,49,20,65,2024-09-07 02:32:04
49,49,49,60,2024-09-07 02:33:04
49,49,-8,-60,2024-09-07 02:34:04
49,49,60,-76,2024-09-07 02:35:04
49,49,1,1,2024-09-07 02:36:04
49,49,-30,-58,2024-09-07 02:37:04
49,49,-29,8,2024-09-07 02:38:04
49,49,-4,-22,2024-09-07 02:39:04
49,49,113,138,2024-09-07 02:40:04
49,49,40,100,2024-09-07 02:41:04
49,49,60,90,2024-09-07 02:42:04
49,49,-43,-98,2024-09-07 02:43:04
49,49,-66,-3,2024-09-07 02:44:04
49,49,106,56,2024-09-07 02:45:04
49,49,8,106,2024-09-07 02:46:04
49,49,39,60,2024-09-07 02:47:04
49,49,-43,-96,2024-09-07 02:48:04
49,49,8,-81,2024-09-07 02:49:04
49,49,15,-25,2024-09-07 02:50:04
49,49,32,-34,2024-09-07 02:51:04
49,49,-2,46,2024-09-07 02:52:04
48,49,83,111,2024-09-07 02:53:04
48,49,27,29,2024-09-07 02:54:04
49,49,69,68,2024-09-07 02:55:04
49,49,-16,18,2024-09-07 02:56:04
49,49,34,17,2024-09-07 02:57:04
52,52,-63,-68,2024-09-07 02:58:04
49,49,30,91,2024-09-07 02:59:04
49,49,86,96,2024-09-07 03:00:04
49,49,61,-58,2024-09-07 03:01:04
49,49,-41,-20,2024-09-07 03:02:04
49,49,106,118,2024-09-07 03:03:04
49,49,5,49,2024-09-07 03:04:04
49,49,74,6,2024-09-07 03:05:04
48,49,88,-22,2024-09-07 03:06:04
49,49,64,64,2024-09-07 03:07:04
49,49,-2,55,2024-09-07 03:08:04
48,49,39,162,2024-09-07 03:09:04
49,49,-2,27,2024-09-07 03:10:04
49,49,32,25,2024-09-07 03:11:04
49,49,-6,-12,2024-09-07 03:12:04
48,49,27,140,2024-09-07 03:13:04
49,49,45,212,2024-09-07 03:14:04
48,49,-79,-75,2024-09-07 03:15:04
49,49,35,-40,2024-09-07 03:16:04
48,49,-55,-5,2024-09-07 03:17:04
49,49,32,56,2024-09-07 03:18:04
49,49,48,29,2024-09-07 03:19:04
49,49,44,45,2024-09-07 03:20:04
49,49,2,-63,2024-09-07 03:21:04
49,49,-96,-60,2024-09-07 03:22:04
49,49,-3,-41,2024-09-07 03:23:04
48,49,-6,-24,2024-09-07 03:24:04
49,49,-15,-32,2024-09-07 03:25:04
49,49,43,81,2024-09-07 03:26:04
49,49,85,106,2024-09-07 03:27:04
49,49,-41,-20,2024-09-07 03:28:04
49,49,2,-8,2024-09-07 03:29:04
49,49,39,103,2024-09-07 03:30:04
49,49,75,113,2024-09-07 03:31:04
49,49,-17,-131,2024-09-07 03:32:04
49,49,11,24,2024-09-07 03:33:04
49,49,79,76,2024-09-07 03:34:04
49,49,-2,59,2024-09-07 03:35:04
49,49,-123,-158,2024-09-07 03:36:04
49,49,91,17,2024-09-07 03:37:04
49,49,93,143,2024-09-07 03:38:04
49,49,-2,98,2024-09-07 03:39:04
49,49,-10,1,2024-09-07 03:40:04
49,49,66,17,2024-09-07 03:41:04
48,49,-58,-71,2024-09-07 03:42:04
49,49,-10,25,2024-09-07 03:43:04
49,49,56,145,2024-09-07 03:44:04
49,49,-66,-55,2024-09-07 03:45:04
48,49,43,27,2024-09-07 03:46:04
49,49,-1,-50,2024-09-07 03:47:04
49,49,75,58,2024-09-07 03:48:04
49,49,18,-91,2024-09-07 03:49:04
49,49,45,15,2024-09-07 03:50:04
49,49,133,5,2024-09-07 03:51:04
49,49,2,70,2024-09-07 03:52:04
49,49,53,8,2024-09-07 03:53:04
47,47,12,69,2024-09-07 03:54:04
46,47,11,0,2024-09-07 03:55:04
47,47,35,106,2024-09-07 03:56:04
47,47,83,71,2024-09-07 03:57:04
47,47,85,41,2024-09-07 03:58:04
47,47,76,91,2024-09-07 03:59:04
46,47,50,25,2024-09-07 04:00:04
46,47,-37,-70,2024-09-07 04:01:04
46,47,17,-10,2024-09-07 04:02:04
46,47,50,61,2024-09-07 04:03:04
46,47,39,93,2024-09-07 04:04:04
47,47,73,88,2024-09-07 04:05:04
47,47,148,98,2024-09-07 04:06:04
46,47,162,131,2024-09-07 04:07:04
46,47,-22,-10,2024-09-07 04:08:04
47,47,65,83,2024-09-07 04:09:04
46,47,18,20,2024-09-07 04:10:04
47,47,-40,-18,2024-09-07 04:11:04
46,47,91,32,2024-09-07 04:12:04
46,47,86,95,2024-09-07 04:13:04
46,47,35,-68,2024-09-07 04:14:04
46,47,68,115,2024-09-07 04:15:04
46,47,49,25,2024-09-07 04:16:04
46,47,-29,-17,2024-09-07 04:17:04
47,47,45,-11,2024-09-07 04:18:04
47,47,76,146,2024-09-07 04:19:04
46,47,100,-8,2024-09-07 04:20:04
47,47,-93,-123,2024-09-07 04:21:04
46,47,17,20,2024-09-07 04:22:04
46,47,8,-22,2024-09-07 04:23:04
46,47,-18,-45,2024-09-07 04:24:04
46,47,22,-53,2024-09-07 04:25:04
46,47,53,79,2024-09-07 04:26:04
46,47,8,-83,2024-09-07 04:27:04
46,47,140,212,2024-09-07 04:28:04
46,47,4,50,2024-09-07 04:29:04
47,47,-37,-25,2024-09-07 04:30:04
46,47,25,8,2024-09-07 04:31:04
46,47,-2,-18,2024-09-07 04:32:04
47,47,20,-17,2024-09-07 04:33:04
47,47,-18,39,2024-09-07 04:34:04
47,47,-6,65,2024-09-07 04:35:04
46,47,49,91,2024-09-07 04:36:04
47,47,11,6,2024-09-07 04:37:04
47,47,-20,51,2024-09-07 04:38:04
46,47,121,29,2024-09-07 04:39:04
47,47,4,39,2024-09-07 04:40:04
46,47,8,-13,2024-09-07 04:41:04
47,47,50,-1,2024-09-07 04:42:04
46,47,53,61,2024-09-07 04:43:04
46,47,-65,-60,2024-09-07 04:44:04
47,47,18,71,2024-09-07 04:45:04
47,47,24,22,2024-09-07 04:46:04
47,47,69,20,2024-09-07 04:47:04
47,47,64,15,2024-09-07 04:48:04
46,47,18,86,2024-09-07 04:49:04
47,47,-3,39,2024-09-07 04:50:04
46,47,75,138,2024-09-07 04:51:04
46,47,116,6,2024-09-07 04:52:04
47,47,30,120,2024-09-07 04:53:04
46,47,-51,-83,2024-09-07 04:54:04
46,47,-22,-65,2024-09-07 04:55:04
46,47,35,128,2024-09-07 04:56:04
46,47,105,17,2024-09-07 04:57:04
46,47,93,6,2024-09-07 04:58:04
47,47,-22,-110,2024-09-07 04:59:04
46,47,39,65,2024-09-07 05:00:04
46,47,121,111,2024-09-07 05:01:04
47,47,-20,-15,2024-09-07 05:02:04
47,47,74,-1,2024-09-07 05:03:04
46,47,35,3,2024-09-07 05:04:04
47,47,35,32,2024-09-07 05:05:04
46,47,30,22,2024-09-07 05:06:04
46,47,95,95,2024-09-07 05:07:04
47,47,46,130,2024-09-07 05:08:04
47,47,-10,-17,2024-09-07 05:09:04
47,47,-2,-40,2024-09-07 05:10:04
49,49,6,-15,2024-09-07 05:11:04
49,49,79,110,2024-09-07 05:12:04
49,49,53,81,2024-09-07 05:13:04
49,49,22,-25,2024-09-07 05:14:04
49,49,30,40,2024-09-07 05:15:04
49,49,-18,83,2024-09-07 05:16:04
49,49,61,59,2024-09-07 05:17:04
49,49,-118,-168,2024-09-07 05:18:04
49,49,-8,-103,2024-09-07 05:19:04
49,49,61,20,2024-09-07 05:20:04
49,49,-41,-22,2024-09-07 05:21:04
49,49,75,65,2024-09-07 05:22:04
49,49,-16,-55,2024-09-07 05:23:04
49,49,-30,-60,2024-09-07 05:24:04
49,49,133,123,2024-09-07 05:25:04
49,49,66,60,2024-09-07 05:26:04
49,49,75,106,2024-09-07 05:27:04
49,49,80,32,2024-09-07 05:28:04
49,49,17,20,2024-09-07 05:29:04
49,49,55,-18,2024-09-07 05:30:04
49,49,98,40,2024-09-07 05:31:04
49,49,2,-55,2024-09-07 05:32:04
49,49,25,120,2024-09-07 05:33:04
49,49,49,-40,2024-09-07 05:34:04
49,49,-25,-44,2024-09-07 05:35:04
49,49,6,-41,2024-09-07 05:36:04
49,49,-5,58,2024-09-07 05:37:04
49,49,4,-39,2024-09-07 05:38:04
49,49,17,-40,2024-09-07 05:39:04
49,49,32,12,2024-09-07 05:40:04
49,49,60,232,2024-09-07 05:41:04
49,49,-2,-41,2024-09-07 05:42:04
49,49,10,8,2024-09-07 05:43:04
49,49,-2,-6,2024-09-07 05:44:04
49,49,0,-75,2024-09-07 05:45:04
49,49,25,-6,2024-09-07 05:46:04
50,50,70,81,2024-09-07 05:47:04
50,50,-27,-8,2024-09-07 05:48:04
50,50,-39,-182,2024-09-07 05:49:04
50,50,69,1,2024-09-07 05:50:04
50,50,-25,73,2024-09-07 05:51:04
50,50,53,64,2024-09-07 05:52:04
50,50,20,25,2024-09-07 05:53:04
50,50,65,121,2024-09-07 05:54:04
50,50,-45,-74,2024-09-07 05:55:04
50,50,8,8,2024-09-07 05:56:04
50,50,4,20,2024-09-07 05:57:04
50,50,60,25,2024-09-07 05:58:04
50,50,125,65,2024-09-07 05:59:04
50,50,22,-1,2024-09-07 06:00:04
50,50,39,-27,2024-09-07 06:01:04
50,50,30,61,2024-09-07 06:02:04
50,50,-70,-69,2024-09-07 06:03:04
50,50,98,158,2024-09-07 06:04:04
50,50,6,-79,2024-09-07 06:05:04
50,50,-32,-41,2024-09-07 06:06:04
50,50,-13,-27,2024-09-07 06:07:04
50,50,1,65,2024-09-07 06:08:04
50,50,61,59,2024-09-07 06:09:04
50,50,-2,43,2024-09-07 06:10:04
52,52,81,103,2024-09-07 06:11:04
52,52,39,123,2024-09-07 06:12:04
52,52,-34,8,2024-09-07 06:13:04
52,52,-30,-30,2024-09-07 06:14:04
52,52,-11,-56,2024-09-07 06:15:04
52,52,-11,37,2024-09-07 06:16:04
52,52,80,11,2024-09-07 06:17:04
52,52,-1,0,2024-09-07 06:18:04
52,52,-45,-6,2024-09-07 06:19:04
52,52,-2,22,2024-09-07 06:20:04
52,52,58,48,2024-09-07 06:21:04
52,52,-88,-101,2024-09-07 06:22:04
52,52,61,8,2024-09-07 06:23:04
52,52,-12,68,2024-09-07 06:24:04
52,52,50,55,2024-09-07 06:25:04
52,52,-3,111,2024-09-07 06:26:04
52,52,46,20,2024-09-07 06:27:04
52,52,-13,-80,2024-09-07 06:28:04
52,52,27,15,2024-09-07 06:29:04
52,52,17,22,2024-09-07 06:30:04
52,52,-22,37,2024-09-07 06:31:04
52,52,50,85,2024-09-07 06:32:04
52,52,-32,5,2024-09-07 06:33:04
52,52,4,65,2024-09-07 06:34:04
52,52,64,40,2024-09-07 06:35:04
52,52,12,1,2024-09-07 06:36:04
52,52,-58,-75,2024-09-07 06:37:04
52,52,25,71,2024-09-07 06:38:04
52,52,55,-34,2024-09-07 06:39:04
52,52,-45,40,2024-09-07 06:40:04
52,52,43,75,2024-09-07 06:41:04
52,52,-37,-61,2024-09-07 06:42:04
52,52,-1,-75,2024-09-07 06:43:04
52,52,46,-22,2024-09-07 06:44:04
52,52,29,71,2024-09-07 06:45:04
52,52,-20,-64,2024-09-07 06:46:04
52,52,-15,12,2024-09-07 06:47:04
52,52,12,-32,2024-09-07 06:48:04
52,52,55,6,2024-09-07 06:49:04
52,52,50,-17,2024-09-07 06:50:04
52,52,8,-56,2024-09-07 06:51:04
52,52,76,86,2024-09-07 06:52:04
52,52,-41,-58,2024-09-07 06:53:04
52,52,1,15,2024-09-07 06:54:04
52,52,22,40,2024-09-07 06:55:04
52,52,54,-55,2024-09-07 06:56:04
52,52,29,-20,2024-09-07 06:57:04
52,52,-27,-20,2024-09-07 06:58:04
52,52,165,183,2024-09-07 06:59:04
52,52,-12,50,2024-09-07 07:00:04
52,52,56,3,2024-09-07 07:01:04
52,52,-18,59,2024-09-07 07:02:04
52,52,78,80,2024-09-07 07:03:04
52,52,30,29,2024-09-07 07:04:04
52,52,-88,20,2024-09-07 07:05:04
52,52,17,-4,2024-09-07 07:06:04
52,52,20,50,2024-09-07 07:07:04
52,52,54,-27,2024-09-07 07:08:04
52,52,-5,-27,2024-09-07 07:09:04
52,52,30,55,2024-09-07 07:10:04
52,52,29,30,2024-09-07 07:11:04
52,52,70,176,2024-09-07 07:12:04
52,52,4,-16,2024-09-07 07:13:04
52,52,54,83,2024-09-07 07:14:04
52,52,34,54,2024-09-07 07:15:04
52,52,43,83,2024-09-07 07:16:04
52,52,-11,35,2024-09-07 07:17:04
52,52,22,-4,2024-09-07 07:18:04
52,52,20,-16,2024-09-07 07:19:04
52,52,61,123,2024-09-07 07:20:04
52,52,85,113,2024-09-07 07:21:04
52,52,75,111,2024-09-07 07:22:04
52,52,103,66,2024-09-07 07:23:04
52,52,18,74,2024-09-07 07:24:04
52,52,25,150,2024-09-07 07:25:04
52,52,101,56,2024-09-07 07:26:04
52,52,79,32,2024-09-07 07:27:04
52,52,30,-8,2024-09-07 07:28:04
52,52,-60,-25,2024-09-07 07:29:04
52,52,75,37,2024-09-07 07:30:04
52,52,-17,-25,2024-09-07 07:31:04
52,52,54,74,2024-09-07 07:32:04
52,52,30,16,2024-09-07 07:33:04
52,52,111,197,2024-09-07 07:34:04
52,52,106,123,2024-09-07 07:35:04
52,52,35,8,2024-09-07 07:36:04
52,52,37,20,2024-09-07 07:37:04
52,52,20,-2,2024-09-07 07:38:04
52,52,27,-17,2024-09-07 07:39:04
52,52,20,17,2024-09-07 07:40:04
52,52,8,-44,2024-09-07 07:41:04
52,52,-10,-55,2024-09-07 07:42:04
52,52,39,168,2024-09-07 07:43:04
52,52,64,69,2024-09-07 07:44:04
52,52,115,115,2024-09-07 07:45:04
52,52,-17,1,2024-09-07 07:46:04
52,52,15,-55,2024-09-07 07:47:04
52,52,45,118,2024-09-07 07:48:04
52,52,-27,-2,2024-09-07 07:49:04
52,52,12,-4,2024-09-07 07:50:04
52,52,58,-17,2024-09-07 07:51:04
52,52,50,80,2024-09-07 07:52:04
52,52,35,73,2024-09-07 07:53:04
52,52,12,-5,2024-09-07 07:54:04
52,52,63,-39,2024-09-07 07:55:04
52,52,151,44,2024-09-07 07:56:04
52,52,123,208,2024-09-07 07:57:04
39,39,-8,-8,2024-09-07 07:58:04
39,39,53,-10,2024-09-07 07:59:04
39,39,25,-6,2024-09-07 08:00:04
39,39,20,75,2024-09-07 08:01:04
39,39,-18,45,2024-09-07 08:02:04
39,39,85,-3,2024-09-07 08:03:04
39,39,64,71,2024-09-07 08:04:04
37,38,59,50,2024-09-07 08:05:04
37,38,0,-1,2024-09-07 08:06:04
37,38,69,20,2024-09-07 08:07:04
37,39,198,125,2024-09-07 08:08:04
51,46,-120,-532,2024-09-07 08:09:04
58,58,-634,-620,2024-09-07 08:10:04
46,48,3,2,2024-09-07 08:11:04
49,50,17,4,2024-09-07 08:12:04
49,50,-60,-108,2024-09-07 08:13:04
49,49,35,202,2024-09-07 08:14:04
49,50,93,-43,2024-09-07 08:15:04
49,50,-18,-11,2024-09-07 08:16:04
49,50,-35,-12,2024-09-07 08:17:04
54,55,25,51,2024-09-07 08:18:04
54,55,46,172,2024-09-07 08:19:04
54,55,30,45,2024-09-07 08:20:04
58,58,-76,-64,2024-09-07 08:21:04
58,58,-3,-25,2024-09-07 08:22:04
57,58,22,4,2024-09-07 08:23:04
57,58,-58,-3,2024-09-07 08:24:04
58,58,-13,-1,2024-09-07 08:25:04
58,58,-5,22,2024-09-07 08:26:04
58,58,93,64,2024-09-07 08:27:04
58,58,-35,-37,2024-09-07 08:28:04
58,58,-41,2,2024-09-07 08:29:04
58,58,-3,20,2024-09-07 08:30:04
57,58,-73,-12,2024-09-07 08:31:04
58,58,90,98,2024-09-07 08:32:04
