13-2-11_v,13-2-10_v,13-2-13_v,13-2-12_v,13-2-6_v,13-2-5_v,13-2-4_v,13-2-3_v,13-2-2_v,13-2-1_v,13-2-0_v,13-2-9_v,13-2-8_v,csvTime,13-2-7_v
11,6001,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 18:07:10,1
9,6000,,0,2,0,0,0,6955,6952,6948,100,2,2024-09-13 18:08:10,1
10,6001,,0,2,0,0,0,6955,6951,6948,100,2,2024-09-13 18:09:10,1
4,5999,,0,2,0,0,0,6952,6948,6945,100,2,2024-09-13 18:10:10,1
3,6000,,0,2,0,0,0,6953,6951,6948,100,2,2024-09-13 18:11:10,1
8,5999,,0,2,0,0,0,6953,6950,6948,100,2,2024-09-13 18:12:10,1
0,5999,,0,2,0,0,0,6951,6949,6946,100,2,2024-09-13 18:13:10,1
0,6001,,0,2,0,0,0,6954,6951,6948,100,2,2024-09-13 18:14:10,1
8,6000,,0,2,0,0,0,6954,6951,6947,100,2,2024-09-13 18:15:10,1
0,5999,,0,2,0,0,0,6952,6948,6944,100,2,2024-09-13 18:16:10,1
2,6000,,0,2,0,0,0,6954,6951,6947,100,2,2024-09-13 18:17:10,1
3,5999,,0,2,0,0,0,6952,6948,6945,100,2,2024-09-13 18:18:10,1
3,5998,,0,2,0,0,0,6953,6949,6945,100,2,2024-09-13 18:19:10,1
0,6000,,0,2,0,0,0,6954,6951,6948,100,2,2024-09-13 18:20:12,1
2,6000,,0,2,0,0,0,6953,6950,6947,100,2,2024-09-13 18:21:11,1
2,6001,,0,2,0,0,0,6953,6951,6948,100,2,2024-09-13 18:22:11,1
0,5999,,0,2,0,0,0,6952,6950,6948,100,2,2024-09-13 18:23:11,1
7,6001,,0,2,0,0,0,6953,6951,6948,100,2,2024-09-13 18:24:11,1
5,6000,,0,2,0,0,0,6953,6950,6946,100,2,2024-09-13 18:25:11,1
8,5999,,0,2,0,0,0,6953,6950,6946,100,2,2024-09-13 18:26:11,1
2,5999,,0,2,0,0,0,6954,6951,6947,100,2,2024-09-13 18:27:11,1
3,5999,,0,2,0,0,0,6953,6950,6946,100,2,2024-09-13 18:28:11,1
6,5998,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 18:29:11,1
11,5997,,0,2,0,0,0,6955,6950,6946,100,2,2024-09-13 18:30:11,1
9,5996,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 18:31:11,1
10,5983,,0,2,0,0,0,6965,6961,6957,100,2,2024-09-13 18:32:13,1
9,5996,,0,2,0,0,0,6955,6951,6946,100,2,2024-09-13 18:33:12,1
10,5996,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 18:34:12,1
2,5998,,0,2,0,0,0,6958,6954,6949,100,2,2024-09-13 18:35:12,1
0,6000,,0,2,0,0,0,6956,6952,6948,100,2,2024-09-13 18:36:12,1
10,6001,,0,2,0,0,0,6958,6954,6949,100,2,2024-09-13 18:37:12,1
12,6000,,0,2,0,0,0,6956,6952,6947,100,2,2024-09-13 18:38:12,1
8,6001,,0,2,0,0,0,6956,6952,6947,100,2,2024-09-13 18:39:12,1
9,6002,,0,2,0,0,0,6956,6951,6947,100,2,2024-09-13 18:40:12,1
6,6002,,0,2,0,0,0,6958,6954,6950,100,2,2024-09-13 18:41:13,1
7,6002,,0,2,0,0,0,6957,6953,6949,100,2,2024-09-13 18:42:12,1
6,5999,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 18:43:13,1
5,5999,,0,2,0,0,0,6955,6951,6948,100,2,2024-09-13 18:44:13,1
10,6000,,0,2,0,0,0,6953,6950,6946,100,2,2024-09-13 18:45:13,1
0,6000,,0,2,0,0,0,6953,6950,6947,100,2,2024-09-13 18:46:13,1
4,6000,,0,2,0,0,0,6952,6949,6946,100,2,2024-09-13 18:47:13,1
3,5999,,0,2,0,0,0,6954,6951,6949,100,2,2024-09-13 18:48:13,1
0,6000,,0,2,0,0,0,6952,6950,6947,100,2,2024-09-13 18:49:14,1
10,5999,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 18:50:14,1
7,6000,,0,2,0,0,0,6951,6948,6945,100,2,2024-09-13 18:51:14,1
7,5999,,0,2,0,0,0,6953,6950,6946,100,2,2024-09-13 18:52:14,1
2,6000,,0,2,0,0,0,6952,6950,6947,100,2,2024-09-13 18:53:15,1
5,6000,,0,2,0,0,0,6953,6950,6947,100,2,2024-09-13 18:54:15,1
10,6001,,0,2,0,0,0,6954,6950,6947,100,2,2024-09-13 18:55:15,1
9,5999,,0,2,0,0,0,6952,6949,6945,100,2,2024-09-13 18:56:15,1
10,6000,,0,2,0,0,0,6951,6947,6944,100,2,2024-09-13 18:57:16,1
9,6004,,0,2,0,0,0,6965,6961,6957,100,2,2024-09-13 18:58:16,1
5,6000,,0,2,0,0,0,6953,6948,6944,100,2,2024-09-13 19:00:16,1
9,6000,,0,2,0,0,0,6954,6949,6944,100,2,2024-09-13 19:01:16,1
10,6000,,0,2,0,0,0,6954,6950,6945,100,2,2024-09-13 19:02:16,1
3,6000,,0,2,0,0,0,6953,6948,6944,100,2,2024-09-13 19:03:16,1
9,6000,,0,2,0,0,0,6954,6949,6944,100,2,2024-09-13 19:04:16,1
5,6000,,0,2,0,0,0,6954,6949,6945,100,2,2024-09-13 19:05:16,1
9,6001,,0,2,0,0,0,6954,6949,6945,100,2,2024-09-13 19:06:16,1
6,6001,,0,2,0,0,0,6953,6948,6944,100,2,2024-09-13 19:07:16,1
9,6002,,0,2,0,0,0,6953,6949,6945,100,2,2024-09-13 19:08:16,1
3,6004,,0,2,0,0,0,6956,6952,6947,100,2,2024-09-13 19:09:16,1
12,6003,,0,2,0,0,0,6957,6952,6947,100,2,2024-09-13 19:10:16,1
11,6004,,0,2,0,0,0,6957,6952,6947,100,2,2024-09-13 19:11:17,1
10,6004,,0,2,0,0,0,6957,6953,6948,100,2,2024-09-13 19:12:17,1
6,6002,,0,2,0,0,0,6957,6951,6946,100,2,2024-09-13 19:13:17,1
8,6003,,0,2,0,0,0,6956,6952,6947,100,2,2024-09-13 19:14:16,1
9,6003,,0,2,0,0,0,6955,6951,6947,100,2,2024-09-13 19:15:17,1
3,6001,,0,2,0,0,0,6958,6954,6949,100,2,2024-09-13 19:16:17,1
9,6003,,0,2,0,0,0,6957,6952,6947,100,2,2024-09-13 19:17:17,1
6,6000,,0,2,0,0,0,6953,6948,6944,100,2,2024-09-13 19:18:17,1
4,5999,,0,2,0,0,0,6953,6949,6944,100,2,2024-09-13 19:19:19,1
2,5999,,0,2,0,0,0,6953,6949,6944,100,2,2024-09-13 19:20:18,1
12,5999,,0,2,0,0,0,6954,6949,6944,100,2,2024-09-13 19:21:18,1
10,5997,,0,2,0,0,0,6953,6948,6943,100,2,2024-09-13 19:22:18,1
5,5995,,0,2,0,0,0,6934,6930,6926,100,2,2024-09-13 19:23:18,1
10,5997,,0,2,0,0,0,6954,6949,6945,100,2,2024-09-13 19:24:18,1
7,5998,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 19:25:18,1
7,5997,,0,2,0,0,0,6952,6949,6945,100,2,2024-09-13 19:26:18,1
10,6003,,0,2,0,0,0,6951,6948,6944,100,2,2024-09-13 19:27:18,1
2,5998,,0,2,0,0,0,6951,6947,6944,100,2,2024-09-13 19:28:18,1
3,5997,,0,2,0,0,0,6951,6947,6943,100,2,2024-09-13 19:29:19,1
4,5994,,0,2,0,0,0,6952,6948,6944,100,2,2024-09-13 19:30:19,1
0,5997,,0,2,0,0,0,6953,6949,6946,100,2,2024-09-13 19:31:20,1
10,5998,,0,2,0,0,0,6953,6949,6945,100,2,2024-09-13 19:32:20,1
7,5998,,0,2,0,0,0,6954,6949,6945,100,2,2024-09-13 19:33:21,1
0,5995,,0,2,0,0,0,6953,6949,6945,100,2,2024-09-13 19:34:21,1
9,6001,,0,2,0,0,0,6952,6948,6945,100,2,2024-09-13 19:35:21,1
2,6000,,0,2,0,0,0,6953,6949,6946,100,2,2024-09-13 19:36:21,1
5,6000,,0,2,0,0,0,6951,6948,6945,100,2,2024-09-13 19:37:21,1
10,6001,,0,2,0,0,0,6953,6950,6947,100,2,2024-09-13 19:38:22,1
9,6002,,0,2,0,0,0,6953,6949,6946,100,2,2024-09-13 19:39:23,1
8,6003,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 19:40:22,1
6,6003,,0,2,0,0,0,6955,6951,6947,100,2,2024-09-13 19:41:23,1
8,6001,,0,2,0,0,0,6956,6952,6948,100,2,2024-09-13 19:42:22,1
8,6003,,0,2,0,0,0,6956,6952,6948,100,2,2024-09-13 19:43:22,1
9,6004,,0,2,0,0,0,6954,6950,6947,100,2,2024-09-13 19:44:22,1
0,6003,,0,2,0,0,0,6954,6952,6949,100,2,2024-09-13 19:45:22,1
8,6003,,0,2,0,0,0,6955,6951,6948,100,2,2024-09-13 19:46:22,1
4,6003,,0,2,0,0,0,6955,6951,6948,100,2,2024-09-13 19:47:22,1
7,6004,,0,2,0,0,0,6955,6952,6949,100,2,2024-09-13 19:48:22,1
9,6008,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-13 19:49:22,1
7,6001,,0,2,0,0,0,6953,6949,6946,100,2,2024-09-13 19:50:22,1
0,6000,,0,2,0,0,0,6952,6949,6946,100,2,2024-09-13 19:51:22,1
4,5999,,0,2,0,0,0,6953,6950,6947,100,2,2024-09-13 19:52:22,1
0,6000,,0,2,0,0,0,6951,6948,6945,100,2,2024-09-13 19:53:22,1
7,6000,,0,2,0,0,0,6953,6950,6946,100,2,2024-09-13 19:54:22,1
10,6001,,0,2,0,0,0,6953,6950,6946,100,2,2024-09-13 19:55:22,1
10,6000,,0,2,0,0,0,6952,6949,6945,100,2,2024-09-13 19:56:22,1
9,6000,,0,2,0,0,0,6953,6949,6946,100,2,2024-09-13 19:57:22,1
6,5999,,0,2,0,0,0,6953,6950,6946,100,2,2024-09-13 19:58:22,1
7,6000,,0,2,0,0,0,6952,6948,6945,100,2,2024-09-13 20:00:22,1
5,6000,,0,2,0,0,0,6953,6950,6947,100,2,2024-09-13 20:01:22,1
2,6000,,0,2,0,0,0,6952,6949,6947,100,2,2024-09-13 20:02:22,1
2,6001,,0,2,0,0,0,6952,6949,6946,100,2,2024-09-13 20:03:22,1
0,6000,,0,2,0,0,0,6952,6949,6945,100,2,2024-09-13 20:04:23,1
4,5991,,0,2,0,0,0,6948,6944,6941,100,2,2024-09-13 20:05:23,1
9,6001,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 20:06:24,1
9,5999,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 20:07:23,1
3,6000,,0,2,0,0,0,6953,6949,6945,100,2,2024-09-13 20:08:23,1
0,6001,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 20:09:23,1
10,6001,,0,2,0,0,0,6952,6948,6945,100,2,2024-09-13 20:10:23,1
0,6002,,0,2,0,0,0,6955,6951,6947,100,2,2024-09-13 20:11:24,1
5,6002,,0,2,0,0,0,6956,6953,6949,100,2,2024-09-13 20:12:23,1
3,6002,,0,2,0,0,0,6956,6952,6948,100,2,2024-09-13 20:13:23,1
11,6003,,0,2,0,0,0,6958,6953,6949,100,2,2024-09-13 20:14:23,1
3,6003,,0,2,0,0,0,6957,6953,6949,100,2,2024-09-13 20:15:23,1
2,6002,,0,2,0,0,0,6958,6953,6949,100,2,2024-09-13 20:16:23,1
12,6002,,0,2,0,0,0,6956,6951,6947,100,2,2024-09-13 20:17:23,1
6,6002,,0,2,0,0,0,6957,6953,6949,100,2,2024-09-13 20:18:23,1
0,6001,,0,2,0,0,0,6957,6953,6949,100,2,2024-09-13 20:19:23,1
6,6001,,0,2,0,0,0,6954,6950,6947,100,2,2024-09-13 20:20:23,1
4,6000,,0,2,0,0,0,6955,6951,6947,100,2,2024-09-13 20:21:23,1
11,6000,,0,2,0,0,0,6953,6949,6945,100,2,2024-09-13 20:22:23,1
10,5996,,0,2,0,0,0,6952,6948,6944,100,2,2024-09-13 20:23:23,1
0,5999,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 20:24:23,1
4,5999,,0,2,0,0,0,6954,6951,6948,100,2,2024-09-13 20:25:23,1
8,6000,,0,2,0,0,0,6954,6951,6948,100,2,2024-09-13 20:26:24,1
5,6000,,0,2,0,0,0,6953,6950,6947,100,2,2024-09-13 20:27:25,1
3,6001,,0,2,0,0,0,6955,6951,6947,100,2,2024-09-13 20:28:25,1
3,5997,,0,2,0,0,0,6952,6948,6944,100,2,2024-09-13 20:29:26,1
6,6000,,0,2,0,0,0,6953,6950,6946,100,2,2024-09-13 20:30:26,1
9,6000,,0,2,0,0,0,6953,6950,6947,100,2,2024-09-13 20:31:26,1
5,6000,,0,2,0,0,0,6953,6949,6946,100,2,2024-09-13 20:32:26,1
0,6000,,0,2,0,0,0,6952,6949,6946,100,2,2024-09-13 20:33:26,1
5,5999,,0,2,0,0,0,6953,6950,6946,100,2,2024-09-13 20:34:26,1
4,5999,,0,2,0,0,0,6952,6949,6946,100,2,2024-09-13 20:35:26,1
8,6000,,0,2,0,0,0,6952,6949,6945,100,2,2024-09-13 20:36:26,1
5,6000,,0,2,0,0,0,6952,6949,6945,100,2,2024-09-13 20:37:26,1
0,6000,,0,2,0,0,0,6953,6950,6947,100,2,2024-09-13 20:38:26,1
5,6001,,0,2,0,0,0,6953,6949,6945,100,2,2024-09-13 20:39:26,1
3,6001,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 20:40:26,1
4,6002,,0,2,0,0,0,6956,6951,6947,100,2,2024-09-13 20:41:26,1
9,6003,,0,2,0,0,0,6955,6951,6946,100,2,2024-09-13 20:42:26,1
0,6003,,0,2,0,0,0,6956,6952,6947,100,2,2024-09-13 20:43:26,1
4,6003,,0,2,0,0,0,6957,6952,6947,100,2,2024-09-13 20:44:26,1
13,6004,,0,2,0,0,0,6956,6951,6946,100,2,2024-09-13 20:45:26,1
3,6003,,0,2,0,0,0,6956,6952,6947,100,2,2024-09-13 20:46:26,1
14,6002,,0,2,0,0,0,6958,6952,6947,100,2,2024-09-13 20:47:26,1
3,6003,,0,2,0,0,0,6956,6950,6945,100,2,2024-09-13 20:48:26,1
11,6002,,0,2,0,0,0,6957,6951,6946,100,2,2024-09-13 20:49:26,1
0,6002,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 20:50:26,1
5,6001,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 20:51:26,1
10,6000,,0,2,0,0,0,6953,6949,6945,100,2,2024-09-13 20:52:26,1
12,6001,,0,2,0,0,0,6954,6949,6944,100,2,2024-09-13 20:53:26,1
13,5998,,0,2,0,0,0,6954,6949,6944,100,2,2024-09-13 20:54:26,1
8,5999,,0,2,0,0,0,6954,6949,6944,100,2,2024-09-13 20:55:26,1
8,6000,,0,2,0,0,0,6954,6949,6944,100,2,2024-09-13 20:56:26,1
12,6001,,0,2,0,0,0,6954,6949,6944,100,2,2024-09-13 20:57:26,1
0,6001,,0,2,0,0,0,6954,6950,6945,100,2,2024-09-13 20:58:26,1
11,5999,,0,2,0,0,0,6953,6949,6944,100,2,2024-09-13 21:00:26,1
2,5997,,0,2,0,0,0,6953,6949,6944,100,2,2024-09-13 21:01:26,1
2,5997,,0,2,0,0,0,6953,6949,6944,100,2,2024-09-13 21:02:26,1
10,5999,,0,2,0,0,0,6953,6949,6944,100,2,2024-09-13 21:03:26,1
3,5997,,0,2,0,0,0,6955,6950,6946,100,2,2024-09-13 21:04:27,1
10,5996,,0,2,0,0,0,6955,6951,6946,100,2,2024-09-13 21:05:27,1
13,5996,,0,2,0,0,0,6954,6949,6944,100,2,2024-09-13 21:06:27,1
3,5997,,0,2,0,0,0,6955,6950,6945,100,2,2024-09-13 21:07:27,1
9,5997,,0,2,0,0,0,6954,6949,6944,100,2,2024-09-13 21:08:27,1
0,5998,,0,2,0,0,0,6954,6949,6945,100,2,2024-09-13 21:09:27,1
5,5998,,0,2,0,0,0,6953,6948,6943,100,2,2024-09-13 21:10:27,1
4,6001,,0,2,0,0,0,6955,6950,6946,100,2,2024-09-13 21:11:27,1
4,6000,,0,2,0,0,0,6956,6951,6947,100,2,2024-09-13 21:12:27,1
2,6000,,0,2,0,0,0,6956,6952,6948,100,2,2024-09-13 21:13:27,1
2,6001,,0,2,0,0,0,6958,6953,6949,100,2,2024-09-13 21:14:27,1
10,6000,,0,2,0,0,0,6957,6953,6950,100,2,2024-09-13 21:15:27,1
0,6002,,0,2,0,0,0,6957,6953,6950,100,2,2024-09-13 21:16:27,1
8,6000,,0,2,0,0,0,6955,6952,6949,100,2,2024-09-13 21:17:27,1
6,6000,,0,2,0,0,0,6957,6953,6948,100,2,2024-09-13 21:18:28,1
11,5999,,0,2,0,0,0,6957,6953,6949,100,2,2024-09-13 21:19:29,1
8,5998,,0,2,0,0,0,6953,6949,6946,100,2,2024-09-13 21:20:29,1
10,5998,,0,2,0,0,0,6953,6950,6946,100,2,2024-09-13 21:21:29,1
4,5999,,0,2,0,0,0,6954,6951,6948,100,2,2024-09-13 21:22:29,1
6,5998,,0,2,0,0,0,6954,6951,6947,100,2,2024-09-13 21:23:31,1
0,5998,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 21:24:32,1
10,5997,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 21:25:32,1
11,5998,,0,2,0,0,0,6955,6951,6947,100,2,2024-09-13 21:26:32,1
11,6000,,0,2,0,0,0,6957,6953,6948,100,2,2024-09-13 21:27:32,1
10,6000,,0,2,0,0,0,6956,6952,6948,100,2,2024-09-13 21:28:32,1
9,5999,,0,2,0,0,0,6956,6952,6948,100,2,2024-09-13 21:29:32,1
7,6000,,0,2,0,0,0,6955,6951,6947,100,2,2024-09-13 21:30:32,1
2,5999,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 21:31:32,1
0,5999,,0,2,0,0,0,6954,6950,6945,100,2,2024-09-13 21:32:33,1
10,6001,,0,2,0,0,0,6956,6951,6947,100,2,2024-09-13 21:33:33,1
4,6000,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 21:34:33,1
5,6000,,0,2,0,0,0,6955,6951,6947,100,2,2024-09-13 21:35:34,1
3,6002,,0,2,0,0,0,6954,6950,6946,100,2,2024-09-13 21:36:34,1
12,6000,,0,2,0,0,0,6956,6951,6947,100,2,2024-09-13 21:37:34,1
0,5984,,0,2,0,0,0,6951,6947,6943,100,2,2024-09-13 21:38:34,1
6,5999,,0,2,0,0,0,6954,6949,6945,100,2,2024-09-13 21:39:34,1
10,5999,,0,2,0,0,0,6952,6949,6945,100,2,2024-09-13 21:40:35,1
3,6000,,0,2,0,0,0,6953,6950,6947,100,2,2024-09-13 21:41:35,1
3,6003,,0,2,0,0,0,6956,6953,6950,100,2,2024-09-13 21:42:35,1
11,6003,,0,2,0,0,0,6957,6952,6948,100,2,2024-09-13 21:43:35,1
2,6003,,0,2,0,0,0,6957,6953,6950,100,2,2024-09-13 21:44:35,1
0,6002,,0,2,0,0,0,6957,6953,6949,100,2,2024-09-13 21:45:35,1
8,6003,,0,2,0,0,0,6956,6952,6948,100,2,2024-09-13 21:46:35,1
7,6003,,0,2,0,0,0,6956,6952,6948,100,2,2024-09-13 21:47:36,1
2,6003,,0,2,0,0,0,6955,6952,6948,100,2,2024-09-13 21:48:37,1
11,6003,,0,2,0,0,0,6955,6951,6947,100,2,2024-09-13 21:49:37,1
3,6003,,0,2,0,0,0,6957,6954,6950,100,2,2024-09-13 21:50:37,1
6,6002,,0,2,0,0,0,6957,6953,6949,100,2,2024-09-13 21:51:38,1
2,5999,,0,2,0,0,0,6952,6949,6946,100,2,2024-09-13 21:52:38,1
10,6001,,0,2,0,0,0,6953,6949,6946,100,2,2024-09-13 21:53:38,1
10,6001,,0,2,0,0,0,6952,6949,6945,100,2,2024-09-13 21:54:38,1
6,6001,,0,2,0,0,0,6953,6950,6946,100,2,2024-09-13 21:55:38,1
10,6000,,0,2,0,0,0,6957,6953,6950,100,2,2024-09-13 21:56:38,1
0,6001,,0,2,0,0,0,6956,6952,6949,100,2,2024-09-13 21:57:38,1
10,6000,,0,2,0,0,0,6955,6951,6947,100,2,2024-09-13 21:58:38,1
12,6001,,0,2,0,0,0,6957,6952,6947,100,2,2024-09-13 22:00:39,1
11,6001,,0,2,0,0,0,6956,6952,6948,100,2,2024-09-13 22:01:39,1
10,5999,,0,2,0,0,0,6957,6953,6949,100,2,2024-09-13 22:02:40,1
5,6002,,0,2,0,0,0,6954,6951,6947,100,2,2024-09-13 22:03:40,1
0,5997,,0,2,0,0,0,6962,6959,6956,100,2,2024-09-13 22:04:40,1
5,5998,,0,2,0,0,0,6954,6951,6949,100,2,2024-09-13 22:05:40,1
5,6002,,0,2,0,0,0,6953,6951,6949,100,2,2024-09-13 22:06:40,1
0,5999,,0,2,0,0,0,6954,6951,6949,100,2,2024-09-13 22:07:40,1
9,6001,,0,2,0,0,0,6955,6952,6948,100,2,2024-09-13 22:08:40,1
10,6000,,0,2,0,0,0,6955,6951,6948,100,2,2024-09-13 22:09:40,1
0,6001,,0,2,0,0,0,6955,6952,6949,100,2,2024-09-13 22:10:40,1
6,6002,,0,2,0,0,0,6955,6952,6948,100,2,2024-09-13 22:11:40,1
5,6004,,0,2,0,0,0,6957,6954,6950,100,2,2024-09-13 22:12:40,1
10,6003,,0,2,0,0,0,6960,6956,6952,100,2,2024-09-13 22:13:40,1
11,6003,,0,2,0,0,0,6959,6955,6951,100,2,2024-09-13 22:14:40,1
3,6004,,0,2,0,0,0,6957,6954,6950,100,2,2024-09-13 22:15:40,1
2,6003,,0,2,0,0,0,6959,6955,6952,100,2,2024-09-13 22:16:40,1
9,6004,,0,2,0,0,0,6957,6953,6950,100,2,2024-09-13 22:17:40,1
9,6004,,0,2,0,0,0,6959,6956,6952,100,2,2024-09-13 22:18:40,1
3,6004,,0,2,0,0,0,6958,6955,6952,100,2,2024-09-13 22:19:40,1
10,6004,,0,2,0,0,0,6958,6955,6951,100,2,2024-09-13 22:20:40,1
2,6003,,0,2,0,0,0,6954,6951,6948,100,2,2024-09-13 22:21:40,1
6,6001,,0,2,0,0,0,6955,6952,6949,100,2,2024-09-13 22:22:40,1
0,6002,,0,2,0,0,0,6955,6951,6948,100,2,2024-09-13 22:23:40,1
0,5999,,0,2,0,0,0,6955,6952,6948,100,2,2024-09-13 22:24:40,1
10,6000,,0,2,0,0,0,6955,6952,6948,100,2,2024-09-13 22:25:40,1
0,6001,,0,2,0,0,0,6956,6952,6948,100,2,2024-09-13 22:26:40,1
2,6002,,0,2,0,0,0,6957,6952,6948,100,2,2024-09-13 22:27:41,1
5,6001,,0,2,0,0,0,6955,6951,6947,100,2,2024-09-13 22:28:41,1
5,6000,,0,2,0,0,0,6956,6952,6949,100,2,2024-09-13 22:29:41,1
8,6000,,0,2,0,0,0,6954,6951,6949,100,2,2024-09-13 22:30:41,1
0,5999,,0,2,0,0,0,6953,6951,6948,100,2,2024-09-13 22:31:41,1
10,5999,,0,2,0,0,0,6954,6950,6947,100,2,2024-09-13 22:32:41,1
10,6001,,0,2,0,0,0,6955,6950,6946,100,2,2024-09-13 22:33:41,1
12,6000,,0,2,0,0,0,6955,6951,6946,100,2,2024-09-13 22:34:41,1
11,6000,,0,2,0,0,0,6957,6952,6948,100,2,2024-09-13 22:35:41,1
9,6000,,0,2,0,0,0,6956,6951,6946,100,2,2024-09-13 22:36:41,1
11,6000,,0,2,0,0,0,6956,6952,6948,100,2,2024-09-13 22:37:41,1
0,5999,,0,2,0,0,0,6956,6952,6948,100,2,2024-09-13 22:38:41,1
2,6000,,0,2,0,0,0,6956,6952,6949,100,2,2024-09-13 22:39:41,1
5,6002,,0,2,0,0,0,6955,6952,6948,100,2,2024-09-13 22:40:41,1
9,6002,,0,2,0,0,0,6958,6954,6950,100,2,2024-09-13 22:41:41,1
2,6004,,0,2,0,0,0,6959,6955,6951,100,2,2024-09-13 22:42:41,1
3,6004,,0,2,0,0,0,6959,6955,6951,100,2,2024-09-13 22:43:41,1
6,6004,,0,2,0,0,0,6958,6954,6949,100,2,2024-09-13 22:44:41,1
2,6004,,0,2,0,0,0,6959,6955,6952,100,2,2024-09-13 22:45:41,1
0,6002,,0,2,0,0,0,6958,6955,6951,100,2,2024-09-13 22:46:41,1
9,6004,,0,2,0,0,0,6960,6956,6952,100,2,2024-09-13 22:47:41,1
9,6004,,0,2,0,0,0,6959,6955,6951,100,2,2024-09-13 22:48:41,1
2,6000,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-13 22:49:41,1
8,6002,,0,2,0,0,0,6960,6956,6951,100,2,2024-09-13 22:50:41,1
8,6000,,0,2,0,0,0,6955,6951,6947,100,2,2024-09-13 22:51:41,1
9,5998,,0,2,0,0,0,6956,6952,6948,100,2,2024-09-13 22:52:41,1
9,5999,,0,2,0,0,0,6957,6953,6949,100,2,2024-09-13 22:53:41,1
3,5996,,0,2,0,0,0,6956,6952,6948,100,2,2024-09-13 22:54:41,1
10,5992,,0,2,0,0,0,6929,6926,6923,100,2,2024-09-13 22:55:42,1
0,5998,,0,2,0,0,0,6955,6952,6949,100,2,2024-09-13 22:56:42,1
0,5998,,0,2,0,0,0,6954,6952,6949,100,2,2024-09-13 22:57:42,1
3,5996,,0,2,0,0,0,6954,6951,6948,100,2,2024-09-13 22:58:42,1
2,6001,,0,2,0,0,0,6956,6953,6949,100,2,2024-09-13 23:00:43,1
4,6001,,0,2,0,0,0,6956,6953,6949,100,2,2024-09-13 23:01:43,1
8,6001,,0,2,0,0,0,6956,6953,6949,100,2,2024-09-13 23:02:43,1
9,6001,,0,2,0,0,0,6954,6950,6947,100,2,2024-09-13 23:03:43,1
3,6001,,0,2,0,0,0,6955,6951,6948,100,2,2024-09-13 23:04:43,1
5,6001,,0,2,0,0,0,6957,6954,6950,100,2,2024-09-13 23:05:44,1
3,6001,,0,2,0,0,0,6956,6952,6949,100,2,2024-09-13 23:06:44,1
8,6001,,0,2,0,0,0,6956,6952,6949,100,2,2024-09-13 23:07:44,1
10,6002,,0,2,0,0,0,6956,6953,6949,100,2,2024-09-13 23:08:44,1
10,6002,,0,2,0,0,0,6957,6953,6949,100,2,2024-09-13 23:09:44,1
5,6002,,0,2,0,0,0,6957,6953,6949,100,2,2024-09-13 23:10:44,1
11,6002,,0,2,0,0,0,6957,6953,6949,100,2,2024-09-13 23:11:44,1
3,6004,,0,2,0,0,0,6959,6955,6950,100,2,2024-09-13 23:12:44,1
2,6004,,0,2,0,0,0,6960,6957,6953,100,2,2024-09-13 23:13:44,1
3,6003,,0,2,0,0,0,6959,6955,6951,100,2,2024-09-13 23:14:44,1
11,6004,,0,2,0,0,0,6959,6955,6950,100,2,2024-09-13 23:15:44,1
12,6003,,0,2,0,0,0,6960,6956,6951,100,2,2024-09-13 23:16:44,1
3,6002,,0,2,0,0,0,6960,6956,6952,100,2,2024-09-13 23:17:44,1
11,6002,,0,2,0,0,0,6960,6955,6951,100,2,2024-09-13 23:18:44,1
3,6004,,0,2,0,0,0,6958,6954,6949,100,2,2024-09-13 23:19:44,1
0,6003,,0,2,0,0,0,6958,6955,6951,100,2,2024-09-13 23:20:44,1
0,6000,,0,2,0,0,0,6956,6952,6949,100,2,2024-09-13 23:21:44,1
9,5999,,0,1,0,0,0,6952,6948,6945,100,2,2024-09-13 23:22:45,1
11,5999,,0,2,0,0,0,6955,6951,6947,100,2,2024-09-13 23:23:45,1
10,5997,,0,2,0,0,0,6956,6952,6947,100,2,2024-09-13 23:24:46,1
8,5998,,0,2,0,0,0,6956,6952,6947,100,2,2024-09-13 23:25:46,1
9,5999,,0,2,0,0,0,6955,6950,6946,100,2,2024-09-13 23:26:46,1
